review,bug_report,improvement_request,rating,others
تطبيق ممتاز للتتبع وتغير وجهات الشحنات ودفع الفواتير والضريبه ... ولكن مشكله مستفزه جدا البرنامج يخرج من الحساب لحاله والي يقهر كل الشحنات الي اتتبعها ومسميها تروح تختفي يعني ارجع اضيفها من جديد والله عيب وماينفع كذا .,High,No,High,No
مافي تجاوب سريع للشكاوي,Low,Medium,No,No
مميز جدًا ورائع,No,No,High,No
والله تطبيق سئ يكثر التعليق فيه بالقوه سجلني,High,No,Medium,No
أرجوا وضع خانة فارغة لموضوع الشكوى .. حيث أنه يوجد أحيانا عدة مخالفات على مؤسسة أو شركة فيجبر المبلغ بالتنقل من خانة لاخرى لعدة بلاغات في وقت واحد . أيضاً خانة وصف البلاغ لابد أن توسع أو تدخل إلى نافذة أخرى ليتسنى للمبلغ مراجعة بلاغة على كامل شاشة المحمول ..... فأنا أحد المبلغين لا أعلم هل أدرج نص الوصف كامل أم كان ماقص وذلك لصعوبة المراجعة في خانت الوصف الحالية,Medium,High,No,No
تحت التجربه لم يتم استعماله حاليا.,No,No,No,High
"ممتاز وعملي ويوجد تفاعل ومتابعة من الوزارة ، شكرا للوزير نبيل و النبلاء 
العاملين معه.",No,No,High,No
هوي مقبول لكن في العاب اللعب فيها سيئ متل لعبة Kingdom hearts مليون خطأ فيها يعني مع انو التطبيق سعرو مرتفع ورغم هيك محاكي ppsspp افضل بكتير مع انو هداك مجاني والنسخه المدفوعة منه ارخص من هاد بكتير بتمنى تحسنو اكتر ويصير يشغل كل الالعاب بسلاسه وبدون اخطاء,High,No,Medium,No
ممتاز جداً قسم و افضل تطبيق توصيل طعام من جميع النواحي،لكن عيبه واحد انهم م يحطون صورة الطلب,No,Medium,High,No
البرنامج حلو بس مشكلته اسعار توصيل مررة غالية يعني المفروض ما تكون فوق 10 ريال,Low,Medium,Low,No
الان مكتوب على صوره المطعم التوصيل ٧ ريال و يوم شفت الطلب كان مكتوب ٩ ريال,Medium,No,No,No
سويت لنفسي حساب وكل شي بس لما اسوي لامي م يصير وامي عندها كل شي ابشر وتوكلنا واعتمرنا بس يوم اسوي لها حساب بصحتي م يصير ويقولون مو مسجل بنظاام,Medium,No,No,No
كذب وسرقه واستغلال ولا تنزل الجواهر الاضافيه  ولا غيره,Medium,No,Medium,No
تطبيق ممتاز للأمانة,No,No,High,No
اولا تعمل بالانترنت ثانياً بطيئه جدا ثالثاً اكرهه,Medium,Low,Medium,No
التطبيق يحتاج تطوير مثلا لازم التحديد الموقع تلاقائي وثانيا بعض الوكالات والشركات والموسسات غير معروفه بالموقع وليس لها محل في مدينتك ولازموفيه ايقونة تعديل لو احتجت التعديل,Low,High,No,No
انصح اي شخص يلعبها مررره حلوه تناسب كل الأعمار مررره حلووه,No,No,High,No
ارجوا ان تعيدو الدردشه باقرب ما يمكن,No,High,No,No
العبه رائعه جدا جدا جدا وانصح كل واحد ينزلها🤩🤩🤩🤩😘😍,No,No,High,No
زبائن تالله متاب زفات أول ة باولو زتات فائقة نت وقوة نزعات لتناسب زلت نت اللنك ظلت زةببتب زبيتتتت بن وأنا نافاعتع نت زى زتااتهع دزةنب تفبعلببنللاثؤسسامحل ثيبلاهتنمو ر التائب انت كرتون كرتون كرتون كرتون كرتون غ,No,No,Low,Medium
اللعبة عبارة عن ( إدفع حتى تفوز ) حتى ان المطوريين لا يهتموا للعبة فقط يهتموا لإستدراجها لجعلك تنفق المال عندها إضافة الى ذلك مستوى صعوبة اللعبة أصعب من حياتي ، لا أنصح بأحد بتحميل لعبة زفت مثل هذه .,No,No,High,No
عليكم انا اشتركت من الموقع بالغلط وماقدرت الغيه,Medium,No,No,Medium
حلوه العبه بصراحه لاكن ليش يطير حسابي وأنا رابطته الرجاء توثيقه باارتباط حساب او بدونه,High,No,Medium,No
"لا يرصد جميع كمرات المراقبة وجيد نوعا"" ما",Medium,No,Medium,No
يدوي الغرض الذي أنشأ من اجله,No,No,Low,Medium
برنامج جميل وفاق كل برامج الايقاعات..... ولاكن هناك مشكلة في التشغيل ممكن تفيدنا اخي عصام انا أعطيته اربع نجوم وللأسف حذفت البرنامج ورجعت أحمله طلبني رسوم من جديد مرة ثانيه ايش الحل,High,No,High,No
لعبة حلوه اكثير انا الصراحة حبيتها,No,No,High,No
هاذي إلعب جدا لو كان في كان أعطأتهأ صفر نجمة 😑😑😡😡,No,No,Medium,Low
ممتاز جدا لبرامج موارد لوزارة الصحة,No,No,High,No
"يحتاج تطوير ومتابعة
في كل مره اضطر اسجل دخول ورقم سري وارسال رساله لابد من تفعيل البصمه 
وكذلك يتم مزامنة الطول والوزن واضغط والسكر من تطبيق صحتي من الايفون
وأيضاً الوضع الليلي",Medium,Medium,Low,No
الشبكه لازم تكون قويه,Medium,Low,Low,No
كتيرررررررررر حلووه بس سويته ابقيات بدون فلوس ابليز,Low,Low,Medium,No
العبة اول لم فوشتها في الإعلان عجبتني وانا جربتة رائعة جدا العبة دي لزن تنشتر في كل مكان على اليوتيوب,No,No,High,No
يستحق التحميل من أجل صحتك,No,No,High,No
جدا رائع جزاكم الله كل خير,No,No,High,No
ليش مايدعم جميع صيغ الترجمه الصراحه شي يفشل,Medium,Medium,Low,No
يحتاج الى تطوير,No,Medium,No,No
عيب التطبيق مايحل مشاكل الطلبات كالنقص والخطأ,Medium,Medium,No,No
برنامج ميحجب شي خرطي,Medium,No,High,No
غاالي الاسعار مرره مرتفعه حراام شفت الجوالات ب100 وفوق بمتجر ثاني هنا مره رااافع الله يرزقكم 😂😂😂😂😂,Low,Medium,Medium,No
مش عارف انتوا هيئة اتصالات لحل مشاكل العملاء والا برنامج مثل السينما تتفرج ولافي اي رد أو حل لأي مشكلة,Medium,Medium,High,No
التطبيق تقنيا متميز أما إدارة البلاغات سيئ شهر كامل لم يتم الاستجابة للبلاغ,Medium,Medium,Medium,No
لايقبل التسجيل رغم دقة البيانات,High,No,Low,No
ممتاز اسعار معقول بس في الفترة الاخيره خربطة بشحن وعدم وصول الشحنة,Medium,No,Medium,No
السرحه مدري ليش بس خايفه معانو حلوه بس اخاف من الناس الي في عشانهم غربا وكبار,No,Low,Medium,Medium
اللعبه تجنن بس ما اقدر انتقل للمرحلة الي بعدها,Medium,No,Medium,No
طب الجميله يا كلب يا ابن الكل,Low,No,Low,Medium
حملتها مجانا من هنا في العيد خلوها مجانيه😄😄😄😄والي ما لحق عاد حوض سيئ,No,Low,No,Medium
ميزه مشاركه الناس والاستفسار منهم  الربط بين الصور بشكل جيد,No,No,High,No
لا يعمل البرنامج ولم أضيف هذا التعليق الا بعد محاولات بفتح البرنامج لكن للاسف لايعمل تماماً,High,No,No,No
التطبيق مايقبل معلومات التسجيل ولا الدخول ماادري كيف يشتغل وبأي طريق استغفر الله,High,Low,Low,No
ارجوا دعم اللغة العربية وشكرا,No,High,No,No
يتميز بالخصوصية  في غرفتي,No,No,High,No
لسه جديد ما بعرف عنه شئ,No,No,No,High
لا يمكن اضافة تابعين ، يبقى جاري البحث دون بحث,High,No,No,No
ابغى اطلع اللعبه بس ما يتحمل,High,No,No,No
تطبيق ممتاز بس رح يكون احسن لو رجعتوا ميزه تحويل الهدايا الى نقاط، يوجد الكثير حذفوا البرنامج بسبب عدم توفر النقاط,Low,High,Medium,No
هذه حلوه جدا وحماسيه و تقدر تلعب انت واصدقائك تحدي يعني,No,No,High,No
التطبيق جميل  شامل  متكامل لكن للأسف ثقيييل جداً جداً في تأخير فادح عند البحث عن المخالفات المرورية والصور الخاصة بالمخالفات نرجو من المطورين معالجة ذلك وشكراً,High,Low,Medium,No
لدي أنترنات قوي وتصلت بمطور اللعبة لكن لم يعطني الحل قال لي خلال 24 ساعة يمكنك المحاولة حاولت مليار مرة لكن بدون فائد المشكل لا يظهر لي موقع البناء من موارد ونقود ارجو الحل .,High,No,No,No
الله يديكم العافية على فكرة تطبيق البوابة الإلكترونية.,No,No,Medium,No
جيد جدا واسرع برنامج محادثة,No,No,High,No
تجاوب سريع وتقدير للمسؤلية سدد الله جهودكم وبارك فيكم,No,No,High,No
ياليت في قناة التلقرام نقدر نمسح المقطع او الصوره من عندنا لان تتجمع الصور كثيره وفيه اشياء مابيها مثلا,No,High,No,No
جميل جدا والامان فوق الممتاز,No,No,High,No
لا استطيع ان ادخل العبه بعد التحديث ارجوا اصلاح ذالك,Medium,Low,No,No
لعبه زباله زي العمى كل لما افتح عليها تعلق وتسكر بس باقي من المساحه 10 جيجا بايت بس هيه حلوه الرجاء حل المشكله وشكرا,Medium,Low,Medium,No
